|name   |alt_name  |ra         |dec        |vmag |multiple|class                                              |bii      |lii      |parallax|
|HR 5721|8    Ser  |15 23 43.70|-01 01 21.0| 6.12|        |                                           STAR F0V|43.81860 |1.63770  |        |
|HR 7720|66    Aql |20 13 13.90|-01 00 33.8| 5.47|        |                                         STAR K5III|-18.59720|41.64640 |0.028   |
|HR 6957|61    Ser |18 31 57.00|-01 00 11.2| 5.94|        |                                         STAR A4III|3.87580  |29.81200 |        |
|HR 6201|          |16 41 11.50|-01 00 02.2| 6.24|        |                                         STAR A7III|28.09680 |15.72800 |        |
|HR 2097|          |05 58 11.71|-00 59 39.1| 6.22|        |                                            STAR K0|-12.28550|207.67500|        |
|HR 368 |38    Cet |01 14 49.20|-00 58 26.0| 5.70|W       |                                           STAR F5V|-63.25050|136.00800|0.028   |
|HR 7059|5    Aql  |18 46 28.49|-00 57 42.1| 5.90|        |                                           STAR A2V|0.66560  |31.51020 |0.009   |
|HR 2313|          |06 25 16.39|-00 56 46.0| 5.87|        |                                           STAR F8V|-6.25180 |210.78500|0.027   |
|HR 992 |95    Cet |03 18 22.39|-00 55 49.1| 5.38|        |                                          STAR G9IV|-46.10120|182.52600|0.017   |
|HR 8054|          |21 02 59.59|-00 55 28.9| 6.50|        |                                           STAR B6V|-29.37790|48.45480 |        |
|HR 3271|          |08 20 13.10|-00 54 33.8| 6.18|        |                                           STAR F9V|19.20350 |224.31300|        |
|HR 8410|32    Aqr |22 04 47.40|-00 54 24.1| 5.30|        |                                            STAR A5|-42.22340|59.09590 |0.014   |
|HR 7336|27    Aql |19 20 35.69|-00 53 31.9| 5.49|        |                                         STAR B9III|-6.89240 |35.47140 |0.008   |
|HR 6353|          |17 05 32.30|-00 53 30.8| 5.64|        |                                           STAR B1V|22.93070 |19.29670 |        |
|HR 1787|27    Ori |05 24 28.90|-00 53 29.0| 5.08|        |                                         STAR G9III|-19.67510|203.45600|0.021   |
|HR 691 |70    Cet |02 22 12.41|-00 53 06.0| 5.42|        |                                           STAR F0V|-55.89790|166.40300|        |
|HR 1782|          |05 23 51.41|-00 52 01.9| 6.11|        |                                           STAR F7V|-19.80070|203.35400|0.021   |
|HR 5522|          |14 48 54.10|-00 50 52.1| 6.14|        |                                           STAR B9V|50.24610 |352.99500|        |
|HR 5317|          |14 13 40.80|-00 50 44.2| 5.91|        |                                           STAR F7V|55.73860 |341.52300|0.027   |
|HR 4471|91Ups Leo |11 36 56.90|-00 49 26.0| 4.30|D       |                                         STAR G8III|56.79830 |267.26300|0.019   |
|HR 7710|65The Aql |20 11 18.31|-00 49 17.0| 3.23|W       |                                         STAR B9III|-18.08410|41.57970 |0.012   |
|HR 4681|13    Vir |12 18 40.30|-00 47 13.9| 5.90|        |                                           STAR A5V|60.99290 |285.84600|        |
|HR 4303|          |11 03 14.59|-00 45 09.0| 6.14|D       |                                           STAR F0V|51.86750 |255.50700|        |
|HR 7667|62    Aql |20 04 23.21|-00 42 33.8| 5.68|        |                                         STAR K4III|-16.50780|40.82530 |0.004   |
|HR 790 |84    Cet |02 41 13.90|-00 41 44.9| 5.71|        |                                          STAR F7IV|-52.68150|172.42100|0.036   |
|HR 7690|64    Aql |20 08 01.80|-00 40 41.9| 5.99|        |                                          STAR K1IV|-17.29560|41.30410 |        |
|HR 5014|          |13 17 29.90|-00 40 36.1| 6.37|W       |                                           STAR F0V|61.49720 |316.68600|        |
|HR 4689|15Eta Vir |12 19 54.41|-00 40 00.8| 3.89|D       |                                          STAR A2IV|61.18860 |286.39900|0.016   |
|HR 4119|30Bet Sex |10 30 17.50|-00 38 12.8| 5.09|        |                                           STAR B6V|46.16690 |246.41500|        |
|HR 7480|45    Aql |19 40 43.30|-00 37 16.0| 5.67|        |                                          STAR A3IV|-11.23550|38.05870 |0.018   |
|HR 5107|79Zet Vir |13 34 41.59|-00 35 44.9| 3.37|        |                                           STAR A3V|60.38840 |325.24600|0.044   |
|HR 3172|          |08 05 49.61|-00 34 25.0| 6.41|        |                                            STAR K0|16.21550 |222.18000|        |
|HR 1681|          |05 10 03.19|-00 33 55.1| 6.10|        |                                         STAR K0III|-22.67290|201.27700|        |
|HR 5799|14    Ser |15 36 33.70|-00 33 42.1| 6.51|        |                                         STAR G8III|41.62940 |4.89170  |        |
|HR 1800|          |05 25 31.20|-00 32 39.1| 6.57|        |                                            STAR B9|-19.28090|203.26500|0.002   |
|HR 2530|          |06 50 49.90|-00 32 26.9| 5.77|        |                                           STAR F2V|-0.38140 |213.34400|0.036   |
|HR 2233|          |06 15 34.30|-00 30 43.9| 5.65|        |                                           STAR F6V|-8.20880 |209.27600|0.036   |
|HR 385 |42    Cet |01 19 48.31|-00 30 32.0| 5.87|        |                                         STAR G8III|-62.52280|138.45200|0.009   |
|HR 143 |14    Cet |00 35 32.81|-00 30 20.2| 5.93|        |                                          STAR F5IV|-63.10520|114.12200|        |
|HR 2   |          |00 05 03.79|-00 30 11.2| 6.29|        |                                               STAR|-61.13980|98.32750 |        |
|HR 2714|22Del Mon |07 11 51.89|-00 29 34.1| 4.15|        |                                           STAR A2V|4.31820  |215.70500|0.016   |
|HR 3596|          |09 01 58.01|-00 28 58.1| 5.67|        |                                         STAR K0III|28.42860 |229.67700|        |
|HR 5690|          |15 18 26.21|-00 27 41.0| 5.89|        |                                         STAR K5III|45.18730 |1.02460  |        |
|HR 393 |43    Cet |01 22 34.80|-00 26 58.9| 6.49|        |                                               STAR|-62.29290|139.87000|        |
|HR 6757|          |18 06 07.39|-00 26 48.1| 6.34|        |                                          STAR G8II|9.86150  |27.31050 |        |
|HR 6415|41    Oph |17 16 36.70|-00 26 43.1| 4.73|        |                                         STAR K2III|20.74860 |21.19400 |0.010   |
|HR 7269|          |19 09 51.60|-00 25 41.2| 6.34|        |                                           STAR B5V|-4.29340 |34.65370 |        |
|HR 1764|          |05 21 31.80|-00 24 59.0| 5.68|        |                                           STAR B3V|-20.09370|202.63600|        |
|HR 416 |          |01 26 27.31|-00 23 55.0| 6.41|        |                                          STAR K0IV|-61.97840|141.83400|0.023   |
|HR 8263|          |21 37 33.79|-00 23 25.1| 6.25|        |                                           STAR A2V|-36.38300|54.52390 |        |
|HR 1765|22    Ori |05 21 45.70|-00 22 57.0| 4.73|        |                                          STAR B2IV|-20.02670|202.63400|        |
|HR 3981|15Alp Sex |10 07 56.30|-00 22 18.1| 4.49|        |                                         STAR A0III|42.06590 |241.10900|0.015   |
|HR 610 |61    Cet |02 03 48.19|-00 20 25.1| 5.93|        |                                          STAR G5II|-58.06860|158.88500|        |
|HR 8414|34Alp Aqr |22 05 46.99|-00 19 10.9| 2.96|W       |                                           STAR G2I|-42.06580|59.92870 |0.012   |
|HR 4533|          |11 49 01.20|-00 19 07.0| 6.15|        |                                           STAR F7V|58.71950 |271.73000|        |
|HR 6993|          |18 37 36.00|-00 18 33.8| 5.75|        |                                           STAR A1V|2.93730  |31.07720 |        |
|HR 2707|21    Mon |07 11 23.59|-00 18 06.8| 5.45|        |                                           STAR A8V|4.30080  |215.48100|0.021   |
|HR 1852|34Del Ori |05 32 00.41|-00 17 57.1| 2.23|        |                                          STAR O9II|-17.73970|203.85600|0.014   |
|HR 1150|25    Eri |03 44 56.50|-00 17 48.1| 5.55|        |                                         STAR K4III|-40.48520|187.48300|        |
|HR 1851|34Del Ori |05 32 00.50|-00 17 03.8| 6.85|        |                                           STAR B2V|-17.73230|203.84300|0.014   |
|HR 2335|          |06 27 15.60|-00 16 34.0| 5.55|        |                                         STAR K5III|-5.50380 |210.41400|        |
|HR 1249|          |04 02 36.70|-00 16 08.0| 5.38|        |                                           STAR F5V|-36.87220|190.74100|0.057   |
|HR 5536|          |14 51 00.10|-00 15 25.9| 6.18|        |                                         STAR K3III|50.31290 |354.22700|        |
|HR 7349|          |19 22 21.50|-00 15 09.0| 5.83|        |                                               STAR|-6.99120 |36.24770 |        |
|HR 8507|          |22 18 04.30|-00 14 16.1| 6.39|S       |                                           STAR F3V|-44.42120|62.63930 |        |
|HR 4245|          |10 52 36.10|-00 12 05.0| 6.31|        |                                         STAR K5III|50.47930 |251.78100|        |
|HR 5573|          |14 57 33.29|-00 10 03.0| 5.53|W       |                                         STAR K1III|49.22380 |356.12700|0.034   |
|HR 2744|24    Mon |07 15 19.30|-00 09 41.0| 6.41|        |                                         STAR G5III|5.23820  |215.80700|0.011   |
|HR 1781|          |05 23 42.29|-00 09 34.9| 5.70|        |                                           STAR B1V|-19.49360|202.67600|        |
|HR 5594|          |15 01 48.91|-00 08 26.2| 5.71|        |                                          STAR M0II|48.47790 |357.28300|0.002   |
|HR 8597|62Eta Aqr |22 35 21.41|-00 07 03.0| 4.02|        |                                          STAR B9IV|-47.61150|66.84260 |0.025   |
|HR 1366|          |04 21 27.10|-00 05 53.2| 5.86|        |                                         STAR K3III|-32.85580|193.74800|0.008   |
|HR 4356|69    Leo |11 13 45.60|-00 04 10.9| 5.42|        |                                           STAR A0V|54.07810 |258.13000|0.018   |
|HR 101 |10    Cet |00 26 37.39|-00 02 58.9| 6.19|        |                                         STAR G8III|-62.27270|109.50200|        |
|HR 1437|45    Eri |04 31 52.70|-00 02 38.0| 4.91|        |                                          STAR K3II|-30.62540|195.33600|-0.009  |
|HR 8558|55Zet1Aqr |22 28 49.70|-00 01 13.1| 4.59|        |                                          STAR F6IV|-46.33070|65.35320 |0.022   |
|HR 8559|55Zet2Aqr |22 28 50.09|-00 01 12.0| 4.42|        |                                           STAR F3V|-46.33170|65.35510 |0.022   |
|HR 4306|62    Leo |11 03 36.60|-00 00 02.9| 5.95|        |                                         STAR K3III|52.49330 |254.81200|        |
|HR 616 |          |02 06 29.30|+00 02 06.0| 6.28|        |                                            STAR K0|-57.39600|159.58300|        |
|HR 6689|          |17 57 04.30|+00 03 59.0| 5.97|        |                                           STAR A3V|12.10340 |26.70090 |0.004   |
|HR 3907|          |09 52 12.00|+00 04 32.2| 6.35|        |                                         STAR G9III|39.19840 |237.51000|        |
|HR 8121|          |21 14 37.01|+00 05 31.9| 6.38|        |                                         STAR M1III|-31.31900|51.22410 |        |
|HR 7878|          |20 37 18.31|+00 05 48.8| 6.22|        |                                         STAR B8III|-23.32060|45.81370 |        |
|HR 9047|          |23 54 46.61|+00 06 33.1| 5.61|        |                                         STAR M5III|-59.54830|94.05940 |        |
|HR 607 |60    Cet |02 03 11.69|+00 07 41.9| 5.43|        |                                         STAR A5III|-57.74660|158.18300|        |
|HR 4394|          |11 23 18.00|+00 07 54.1| 6.05|        |                                            STAR K3|55.69280 |261.20200|        |
|HR 2801|          |07 22 03.50|+00 10 37.9| 5.99|        |                                         STAR B8III|6.89010  |216.28100|        |
|HR 8750|3    Psc  |23 00 37.90|+00 11 08.9| 6.21|        |                                         STAR G4III|-51.85920|74.10720 |        |
|HR 2982|          |07 43 05.40|+00 11 21.8| 6.19|        |                                         STAR K0III|11.56010 |218.72900|        |
