|name   |alt_name  |ra         |dec        |vmag |multiple|class                                              |
|HR 9053|          |23 55 33.60|+47 21 20.9| 6.00|        |                                           STAR G8I|
|HR 289 |          |01 03 01.51|+47 22 34.0| 6.45|        |                                          STAR A9IV|
|HR 7577|          |19 51 19.39|+47 22 37.9| 6.20|        |                                           STAR F2V|
|HR 670 |62    And |02 19 16.80|+47 22 48.0| 5.30|        |                                           STAR A1V|
|HR 3065|25    Lyn |07 54 29.30|+47 23 10.0| 6.25|        |                                               STAR|
|HR 2314|          |06 27 51.10|+47 24 19.1| 6.56|        |                                           STAR A0V|
|HR 6286|          |16 53 17.59|+47 25 00.8| 6.00|S       |                                         STAR K2III|
|HR 8020|          |20 55 49.80|+47 25 04.1| 5.67|        |                                           STAR B8I|
|HR 376 |          |01 18 10.20|+47 25 10.9| 6.25|        |                                            STAR K0|
|HR 647 |          |02 14 02.59|+47 29 03.1| 6.06|        |                                           STAR F4V|
|HR 8047|59    Cyg |20 59 49.61|+47 31 16.0| 4.74|        |                                            STAR B1|
|HR 3066|26    Lyn |07 54 42.70|+47 33 52.9| 5.45|        |                                               STAR|
|HR 6641|          |17 47 08.11|+47 36 43.9| 6.43|S       |                                           STAR A2V|
|HR 8089|63    Cyg |21 06 36.10|+47 38 53.9| 4.55|        |                                           STAR K4I|
|HR 5618|44    Boo |15 03 47.40|+47 39 15.8| 4.76|        |                                           STAR F9V|
|HR 8107|          |21 10 31.01|+47 41 30.8| 6.46|        |                                          STAR B6IV|
|HR 8572|5    Lac  |22 29 31.80|+47 42 24.8| 4.36|S       |                                          STAR M0II|
|HR 1273|48    Per |04 08 39.70|+47 42 45.0| 4.04|        |                                           STAR B3V|
|HR 7751|32    Cyg |20 15 28.30|+47 42 51.8| 3.98|W       |                                           STAR K3I|
|HR 1869|          |05 36 15.91|+47 42 55.1| 6.11|        |                                               STAR|
|HR 949 |          |03 12 26.40|+47 43 32.9| 6.33|W       |                                         STAR K5III|
|HR 7721|          |20 12 03.79|+47 44 12.8| 6.92|        |                                           STAR B7V|
|HR 2645|          |07 05 09.00|+47 46 30.0| 6.38|        |                                         STAR B9III|
|HR 4518|63Chi UMa |11 46 03.00|+47 46 45.8| 3.71|        |                                         STAR K0III|
|HR 1122|39Del Per |03 42 55.51|+47 47 15.0| 3.01|W       |                                         STAR B5III|
|HR 7600|          |19 53 01.20|+47 48 27.0| 6.29|        |                                         STAR B0III|
|HR 653 |          |02 15 57.89|+47 48 41.0| 6.33|        |                                         STAR G9III|
|HR 7969|          |20 47 49.30|+47 49 54.8| 5.57|        |                                         STAR K5III|
|HR 189 |          |00 44 26.40|+47 51 51.1| 5.67|        |                                           STAR B5V|
|HR 1207|          |03 55 58.20|+47 52 17.0| 5.37|        |                                           STAR B6V|
|HR 526 |          |01 49 15.70|+47 53 48.8| 5.82|        |                                           STAR A3V|
|HR 2101|36    Aur |06 00 58.61|+47 54 06.8| 5.73|        |                                            STAR B9|
|HR 7547|          |19 47 26.81|+47 54 28.1| 6.12|        |                                         STAR M2III|
|HR 4435|          |11 30 52.90|+47 55 45.1| 6.42|        |                                          STAR G9IV|
|HR 7591|          |19 52 07.20|+47 55 54.8| 5.91|        |                                         STAR B2III|
|HR 62  |          |00 17 09.10|+47 56 51.0| 5.89|        |                                         STAR B7III|
|HR 8136|          |21 15 36.79|+47 58 25.0| 6.46|        |                                          STAR B4IV|
|HR 1052|35Sig Per |03 30 34.49|+47 59 43.1| 4.36|        |                                         STAR K3III|
|HR 5363|          |14 17 49.20|+48 00 06.1| 6.32|        |                                            STAR F5|
|HR 1063|          |03 32 08.59|+48 01 25.0| 5.47|        |                                         STAR B8III|
|HR 3569|9Iot UMa  |08 59 12.41|+48 02 30.1| 3.14|        |                                          STAR A7IV|
|HR 369 |          |01 16 24.50|+48 04 55.9| 6.61|        |                                         STAR B9III|
|HR 1051|          |03 30 37.01|+48 06 13.0| 5.82|        |                                           STAR B8V|
|HR 2939|          |07 41 12.41|+48 07 54.1| 5.56|        |                                         STAR K0III|
|HR 5627|47    Boo |15 05 25.80|+48 09 04.0| 5.57|        |                                           STAR A1V|
|HR 36  |          |00 11 59.09|+48 09 09.0| 6.16|        |                                               STAR|
|HR 7453|          |19 34 39.91|+48 09 52.9| 6.67|        |                                           STAR A9V|
|HR 956 |          |03 13 24.00|+48 10 36.8| 5.90|        |                                         STAR G9III|
|HR 2844|          |07 28 51.60|+48 11 02.0| 5.72|        |                                            STAR B9|
|HR 6467|          |17 20 33.60|+48 11 17.9| 6.43|        |                                           STAR F4V|
|HR 1087|37Psi Per |03 36 29.40|+48 11 34.1| 4.23|        |                                           STAR B5V|
|HR 7684|          |20 04 28.80|+48 13 46.9| 6.16|S       |                                          STAR A2IV|
|HR 8427|          |22 05 51.19|+48 13 54.1| 6.27|        |                                           STAR B2V|
|HR 6509|77    Her |17 26 44.21|+48 15 36.0| 5.85|        |                                           STAR A4V|
|HR 792 |          |02 43 01.90|+48 15 56.2| 6.48|        |                                          STAR G5II|
|HR 193 |22Omi Cas |00 44 43.49|+48 17 03.8| 4.54|        |                                         STAR B5III|
|HR 1482|          |04 41 24.10|+48 18 02.9| 5.67|        |                                           STAR A0V|
|HR 8875|          |23 19 41.59|+48 22 50.9| 6.32|W       |                                         STAR K1III|
|HR 6664|88    Her |17 50 03.31|+48 23 39.1| 6.68|        |                                            STAR B0|
|HR 4046|          |10 19 26.81|+48 23 48.8| 6.00|        |                                            STAR K0|
|HR 1303|51Mu  Per |04 14 53.90|+48 24 33.8| 4.14|        |                                           STAR G0I|
|HR 3854|          |09 42 43.10|+48 25 52.0| 6.39|        |                                           STAR A1V|
|HR 6753|          |18 03 09.00|+48 27 51.8| 6.21|        |                                           STAR A2V|
|HR 4866|11    CVn |12 48 41.81|+48 28 00.8| 6.27|        |                                            STAR A6|
|HR 1127|          |03 44 06.41|+48 31 25.0| 6.06|        |                                         STAR K4III|
|HR 3603|          |09 05 24.10|+48 31 49.1| 5.95|        |                                          STAR F6II|
|HR 849 |          |02 53 21.19|+48 34 09.8| 6.26|        |                                           STAR G5I|
|HR 6574|82    Her |17 36 37.61|+48 35 08.2| 5.37|        |                                               STAR|
|HR 8874|11    And |23 19 29.81|+48 37 31.1| 5.44|        |                                         STAR K0III|
|HR 464 |51    And |01 37 59.59|+48 37 41.9| 3.57|        |                                         STAR K3III|
|HR 1198|          |03 53 38.71|+48 39 02.2| 5.76|        |                                         STAR K0III|
|HR 8377|          |21 57 02.21|+48 40 07.0| 6.42|        |                                           STAR B8V|
|HR 256 |          |00 55 05.21|+48 40 43.0| 6.27|        |                                         STAR M2III|
|HR 8731|          |22 57 04.49|+48 41 03.1| 5.43|        |                                         STAR B4III|
|HR 2176|41    Aur |06 11 36.60|+48 42 40.0| 6.09|        |                                           STAR A3V|
|HR 2175|41    Aur |06 11 36.50|+48 42 47.2| 6.82|        |                                           STAR A8V|
|HR 5538|39    Boo |14 49 41.30|+48 43 14.2| 5.69|        |                                           STAR F6V|
|HR 454 |          |01 36 27.19|+48 43 22.1| 5.92|        |                                               STAR|
|HR 1535|          |04 51 09.29|+48 44 26.9| 5.66|        |                                         STAR G9III|
|HR 7096|          |18 48 16.10|+48 46 03.0| 6.12|        |                                         STAR A7III|
|HR 2914|          |07 37 53.90|+48 46 25.0| 5.92|        |                                            STAR A5|
|HR 4098|          |10 28 03.79|+48 47 04.9| 6.44|W       |                                           STAR F9V|
|HR 4436|          |11 31 10.20|+48 47 21.1| 6.56|        |                                         STAR G9III|
|HR 2487|57Psi6Aur |06 47 39.60|+48 47 21.8| 5.22|        |                                         STAR K0III|
|HR 6363|          |17 04 49.80|+48 48 15.1| 6.09|        |                                         STAR K1III|
|HR 8216|          |21 26 51.60|+48 50 06.0| 5.31|        |                                            STAR A6|
|HR 7154|          |18 54 47.11|+48 51 34.9| 5.77|        |                                         STAR F3III|
|HR 76  |          |00 20 05.21|+48 51 55.1| 6.52|        |                                           STAR A0V|
|HR 6200|42    Her |16 38 44.90|+48 55 41.9| 4.90|        |                                         STAR M2III|
|HR 7844|45Ome1Cyg |20 30 03.50|+48 57 06.1| 4.95|        |                                          STAR B2IV|
|HR 673 |          |02 19 22.70|+48 57 19.1| 6.37|        |                                           STAR F4V|
|HR 2105|          |06 01 43.10|+48 57 33.8| 5.96|        |                                            STAR K0|
|HR 6156|34    Her |16 30 06.00|+48 57 38.9| 6.45|        |                                           STAR A1V|
|HR 4690|3    CVn  |12 19 48.70|+48 59 03.1| 5.29|        |                                         STAR M0III|
|HR 8860|8    And  |23 17 44.69|+49 00 55.1| 4.85|        |                                         STAR M2III|
|HR 5112|24    CVn |13 34 27.31|+49 00 58.0| 4.70|        |                                           STAR A5V|
